"","diff.fit","low","high","study","treat","bilat_0","age","se"
"1864",-0.0542305606064789,-0.150170484230888,0.0425176484083247,"Burke","Antibiotics","Unilateral",3.58,-0.150170484230888
"1866",-0.156857001045874,-0.315469658485011,-0.00605517765149372,"Burke","Antibiotics","Bilateral",3.6,-0.315469658485011
"1868",-0.0542221946905188,-0.149847290454179,0.0422337666050864,"Burke","Antibiotics","Unilateral",3.62,-0.149847290454179
"1870",-0.155685017276517,-0.315161573545982,-0.00399600694418883,"Burke","Antibiotics","Bilateral",3.64,-0.315161573545982
"1872",-0.0542205463845453,-0.149560872124598,0.0419725435623926,"Burke","Antibiotics","Unilateral",3.66,-0.149560872124598
"1874",-0.154514317508072,-0.314871246873106,-0.00192171395846255,"Burke","Antibiotics","Bilateral",3.68,-0.314871246873106
"1876",-0.0542256331437791,-0.149310255189828,0.0417329717087712,"Burke","Antibiotics","Unilateral",3.7,-0.149310255189828
"1878",-0.153344953429353,-0.314598072011294,0.000167093499078813,"Burke","Antibiotics","Bilateral",3.72,-0.314598072011294
"1880",-0.054237446101962,-0.149094321584753,0.0415139568519772,"Burke","Antibiotics","Unilateral",3.74,-0.149094321584753
"1882",-0.152176976434587,-0.314341451875866,0.00226981409263441,"Burke","Antibiotics","Bilateral",3.76,-0.314341451875866
"1884",-0.0542559707961685,-0.148911797213835,0.0413142461573321,"Burke","Antibiotics","Unilateral",3.78,-0.148911797213835
"1886",-0.151010437618809,-0.31410079934666,0.00438585350650422,"Burke","Antibiotics","Bilateral",3.8,-0.31410079934666
"1888",-0.0542811837458816,-0.148761339953472,0.0411325276111135,"Burke","Antibiotics","Unilateral",3.82,-0.148761339953472
"1890",-0.149845387772216,-0.313875537804694,0.00651462494501154,"Burke","Antibiotics","Bilateral",3.84,-0.313875537804694
"1892",-0.0543130495209724,-0.148641555658753,0.0409674571012014,"Burke","Antibiotics","Unilateral",3.86,-0.148641555658753
"1894",-0.148681877375013,-0.313665101608686,0.00865554957434744,"Burke","Antibiotics","Bilateral",3.88,-0.313665101608686
"1896",-0.0543515237054439,-0.148551059798327,0.0408177138707537,"Burke","Antibiotics","Unilateral",3.9,-0.148551059798327
"1898",-0.14751995659214,-0.313468936520221,0.0108080569183311,"Burke","Antibiotics","Bilateral",3.92,-0.313468936520221
"1900",-0.0543965512527423,-0.148488464930928,0.0406819974164953,"Burke","Antibiotics","Unilateral",3.94,-0.148488464930928
"1902",-0.146359675267881,-0.313286500070534,0.0129715851997647,"Burke","Antibiotics","Bilateral",3.96,-0.313286500070534
"1904",-0.0544480713720382,-0.148452382689774,0.0405590148264285,"Burke","Antibiotics","Unilateral",3.98,-0.148452382689774
"1906",-0.145201082920754,-0.313117261885094,0.0151455816420475,"Burke","Antibiotics","Bilateral",4,-0.313117261885094
"1908",-0.0545060198945489,-0.148441487984326,0.0404475367374332,"Burke","Antibiotics","Unilateral",4.02,-0.148441487984326
"1910",-0.144044228738911,-0.312960703970277,0.0173295027352564,"Burke","Antibiotics","Bilateral",4.04,-0.312960703970277
"1912",-0.0545703280974356,-0.148454611338067,0.0403464966412908,"Burke","Antibiotics","Unilateral",4.06,-0.148454611338067
"1914",-0.14288916157577,-0.312816320957352,0.0195228144631064,"Burke","Antibiotics","Bilateral",4.08,-0.312816320957352
"1916",-0.0546409224491669,-0.148490810374527,0.0402550761914615,"Burke","Antibiotics","Unilateral",4.1,-0.148490810374527
"1918",-0.141735929945296,-0.312683620294643,0.021724992484718,"Burke","Antibiotics","Bilateral",4.12,-0.312683620294643
"1920",-0.0547177254250856,-0.148549340302547,0.0401726697620171,"Burke","Antibiotics","Unilateral",4.14,-0.148549340302547
"1922",-0.140584582017197,-0.312562122404124,0.0239355222823093,"Burke","Antibiotics","Bilateral",4.16,-0.312562122404124
"1924",-0.0548006584289658,-0.148629734329829,0.0400989624985447,"Burke","Antibiotics","Unilateral",4.18,-0.148629734329829
"1926",-0.139435165613016,-0.312451360803479,0.0261538992783963,"Burke","Antibiotics","Bilateral",4.2,-0.312451360803479
"1928",-0.0548896437861687,-0.14873176606138,0.040033895272609,"Burke","Antibiotics","Unilateral",4.22,-0.14873176606138
"1930",-0.138287728201228,-0.312350882185109,0.028379628915282,"Burke","Antibiotics","Bilateral",4.24,-0.312350882185109
"1932",-0.054984606933198,-0.148855420865608,0.039977627851326,"Burke","Antibiotics","Unilateral",4.26,-0.148855420865608
"1934",-0.137142316892842,-0.312260246466078,0.0306122267083509,"Burke","Antibiotics","Bilateral",4.28,-0.312260246466078
"1936",-0.0550854786100634,-0.149000842654913,0.0399304806467942,"Burke","Antibiotics","Unilateral",4.3,-0.149000842654913
"1938",-0.135998978436791,-0.312179026806751,0.0328512182720448,"Burke","Antibiotics","Bilateral",4.32,-0.312179026806751
"1940",-0.0551921966356547,-0.14916827516379,0.0398928694233232,"Burke","Antibiotics","Unilateral",4.34,-0.14916827516379
"1942",-0.134857759215404,-0.312106809602973,0.0350961393226757,"Burke","Antibiotics","Bilateral",4.36,-0.312106809602973
"1944",-0.0553047083202699,-0.149358012888144,0.0398652485254887,"Burke","Antibiotics","Unilateral",4.38,-0.149358012888144
"1946",-0.133718705240107,-0.312043194452372,0.0373465356590634,"Burke","Antibiotics","Bilateral",4.4,-0.312043194452372
"1948",-0.0554229711667057,-0.149570297398246,0.0398480032984898,"Burke","Antibiotics","Unilateral",4.42,-0.149570297398246
"1950",-0.132581862146274,-0.311987794096503,0.0396019631230272,"Burke","Antibiotics","Bilateral",4.44,-0.311987794096503
"1952",-0.055546944263576,-0.149805317029025,0.0398414509611356,"Burke","Antibiotics","Unilateral",4.46,-0.149805317029025
"1954",-0.131447275190118,-0.31194023435684,0.0418619875521704,"Burke","Antibiotics","Bilateral",4.48,-0.31194023435684
"1956",-0.0556766014591497,-0.150063274258981,0.0398458899020892,"Burke","Antibiotics","Unilateral",4.5,-0.150063274258981
"1958",-0.13031498924549,-0.311900154045315,0.0441261847123326,"Burke","Antibiotics","Bilateral",4.52,-0.311900154045315
"1960",-0.0558119411826967,-0.150344346306902,0.039861546544473,"Burke","Antibiotics","Unilateral",4.54,-0.150344346306902
"1962",-0.12918504879935,-0.31186720484703,0.0463941402089723,"Burke","Antibiotics","Bilateral",4.56,-0.31186720484703
"1964",-0.0559529792103942,-0.150648559638697,0.0398884573516223,"Burke","Antibiotics","Unilateral",4.58,-0.150648559638697
"1966",-0.128057497946643,-0.311841051188673,0.0486654493871561,"Burke","Antibiotics","Bilateral",4.6,-0.311841051188673
"1968",-0.0560997416200334,-0.150975766758759,0.0399264509925364,"Burke","Antibiotics","Unilateral",4.62,-0.150975766758759
"1970",-0.126932380386606,-0.31182137010026,0.0509397172252788,"Burke","Antibiotics","Bilateral",4.64,-0.31182137010026
"1972",-0.0562522656897166,-0.151325647522503,0.0399751472019175,"Burke","Antibiotics","Unilateral",4.66,-0.151325647522503
"1974",-0.125809739419,-0.311807851064128,0.0532165582190542,"Burke","Antibiotics","Bilateral",4.68,-0.311807851064128
"1976",-0.0564106015902791,-0.151697730959967,0.0400339755818802,"Burke","Antibiotics","Unilateral",4.7,-0.151697730959967
"1978",-0.124689617940532,-0.311800195852803,0.0554955962571417,"Burke","Antibiotics","Bilateral",4.72,-0.311800195852803
"1980",-0.056574806605296,-0.152091432252671,0.0401022186927467,"Burke","Antibiotics","Unilateral",4.74,-0.152091432252671
"1982",-0.123572058441728,-0.311798118361438,0.0577764644925804,"Burke","Antibiotics","Bilateral",4.76,-0.311798118361438
"1984",-0.0567449582468678,-0.152506155019923,0.0401790978656677,"Burke","Antibiotics","Unilateral",4.78,-0.152506155019923
"1986",-0.122457103003791,-0.311801344425596,0.0600588052042968,"Burke","Antibiotics","Bilateral",4.8,-0.311801344425596
"1988",-0.0569211515918757,-0.152941252491387,0.0402637418114757,"Burke","Antibiotics","Unilateral",4.82,-0.152941252491387
"1990",-0.121344793294528,-0.311809611628948,0.0623422696512182,"Burke","Antibiotics","Bilateral",4.84,-0.311809611628948
"1992",-0.0571034887152872,-0.153396135479191,0.0403553057038509,"Burke","Antibiotics","Unilateral",4.86,-0.153396135479191
"1994",-0.120235170566117,-0.311822669114146,0.0646265179293898,"Burke","Antibiotics","Bilateral",4.88,-0.311822669114146
"1996",-0.0572920914486851,-0.153870370068946,0.0404530555563061,"Burke","Antibiotics","Unilateral",4.9,-0.153870370068946
"1998",-0.119128275652152,-0.311840277382244,0.066911218821222,"Burke","Antibiotics","Bilateral",4.92,-0.311840277382244
"2000",-0.0574871038767402,-0.15436380398971,0.0405564932260007,"Burke","Antibiotics","Unilateral",4.94,-0.15436380398971
"2002",-0.118024148965001,-0.311862208085101,0.0691960496414044,"Burke","Antibiotics","Bilateral",4.96,-0.311862208085101
"2004",-0.0576886993513453,-0.154876536886159,0.0406653261683629,"Burke","Antibiotics","Unilateral",4.98,-0.154876536886159
"2006",-0.116922830492023,-0.311888243803318,0.0714806960722303,"Burke","Antibiotics","Bilateral",5,-0.311888243803318
"2008",-0.0578970700311793,-0.155408880815701,0.0407794434603768,"Burke","Antibiotics","Unilateral",5.02,-0.155408880815701
"2010",-0.115824359792372,-0.311918177823465,0.0737648519994394,"Burke","Antibiotics","Bilateral",5.04,-0.311918177823465
"2012",-0.0581124215783083,-0.155961336727895,0.0408988998365813,"Burke","Antibiotics","Unilateral",5.06,-0.155961336727895
"2014",-0.114728775994176,-0.311951813914387,0.0760482193480466,"Burke","Antibiotics","Bilateral",5.08,-0.311951813914387
"2016",-0.0583349710518183,-0.15653462789385,0.0410239512647972,"Burke","Antibiotics","Unilateral",5.1,-0.15653462789385
"2018",-0.113636117792341,-0.311988966104994,0.0783305079202041,"Burke","Antibiotics","Bilateral",5.12,-0.311988966104994
"2020",-0.0585649456699261,-0.157129828018636,0.0411551810249815,"Burke","Antibiotics","Unilateral",5.14,-0.157129828018636
"2022",-0.112546423446582,-0.312029458462521,0.080611435236752,"Burke","Antibiotics","Bilateral",5.16,-0.312029458462521
"2024",-0.0588025988803849,-0.157748327996829,0.0412934687489677,"Burke","Antibiotics","Unilateral",5.18,-0.157748327996829
"2026",-0.111459730777623,-0.31207312484637,0.0828907263611255,"Burke","Antibiotics","Bilateral",5.2,-0.31207312484637
"2028",-0.0590481947196224,-0.158391587748302,0.0414397516480095,"Burke","Antibiotics","Unilateral",5.22,-0.158391587748302
"2030",-0.110376077164601,-0.312119808669331,0.085168113726614,"Burke","Antibiotics","Bilateral",5.24,-0.312119808669331
"2032",-0.0593020006344315,-0.159061139887087,0.0415950245938182,"Burke","Antibiotics","Unilateral",5.26,-0.159061139887087
"2034",-0.109295499543204,-0.312169362669426,0.0874433369760169,"Burke","Antibiotics","Bilateral",5.28,-0.312169362669426
"2036",-0.0595642904584677,-0.159758599667925,0.0417603572152145,"Burke","Antibiotics","Unilateral",5.3,-0.159758599667925
"2038",-0.108218034403164,-0.312221648673517,0.0897161427968908,"Burke","Antibiotics","Bilateral",5.32,-0.312221648673517
"2040",-0.0598353420187742,-0.1604855707329,0.0419368012351857,"Burke","Antibiotics","Unilateral",5.34,-0.1604855707329
"2042",-0.107143717786149,-0.312276537360703,0.091986284756192,"Burke","Antibiotics","Bilateral",5.36,-0.312276537360703
"2044",-0.0601154361050239,-0.161243617829527,0.0421253524329155,"Burke","Antibiotics","Unilateral",5.38,-0.161243617829527
"2046",-0.106072585283885,-0.312333908031808,0.0942535231423842,"Burke","Antibiotics","Bilateral",5.4,-0.312333908031808
"2048",-0.0604048512941172,-0.162034225506711,0.0423269320912014,"Burke","Antibiotics","Unilateral",5.42,-0.162034225506711
"2050",-0.105004672036005,-0.312393648373149,0.0965176248040386,"Burke","Antibiotics","Bilateral",5.44,-0.312393648373149
"2052",-0.0607038710687919,-0.162858763110076,0.0425423163039413,"Burke","Antibiotics","Unilateral",5.46,-0.162858763110076
"2054",-0.103940012729118,-0.312455654232458,0.0987783629979674,"Burke","Antibiotics","Bilateral",5.48,-0.312455654232458
"2056",-0.0610127712757637,-0.163718560602968,0.0427722482353252,"Burke","Antibiotics","Unilateral",5.5,-0.163718560602968
"2058",-0.102878641593897,-0.312519829389313,0.101035517240373,"Burke","Antibiotics","Bilateral",5.52,-0.312519829389313
"2060",-0.0613318100269461,-0.164614779394123,0.0430173402695017,"Burke","Antibiotics","Unilateral",5.54,-0.164614779394123
"2062",-0.101820592403771,-0.312586085320537,0.103288873147889,"Burke","Antibiotics","Bilateral",5.56,-0.312586085320537
"2064",-0.0616612460891534,-0.165548381961906,0.0432779828931559,"Burke","Antibiotics","Unilateral",5.58,-0.165548381961906
"2066",-0.100765898473669,-0.312654340978222,0.105538222292572,"Burke","Antibiotics","Bilateral",5.6,-0.312654340978222
"2068",-0.0620013180253562,-0.166520126813489,0.0435543939110452,"Burke","Antibiotics","Unilateral",5.62,-0.166520126813489
"2070",-0.0997145926580598,-0.312724522563969,0.107783362056535,"Burke","Antibiotics","Bilateral",5.64,-0.312724522563969
"2072",-0.0623522573700621,-0.16753054394068,0.043846557635956,"Burke","Antibiotics","Unilateral",5.66,-0.16753054394068
"2074",-0.09866670735004,-0.312796563310031,0.110024095490854,"Burke","Antibiotics","Bilateral",5.68,-0.312796563310031
"2076",-0.0627142741651148,-0.168579948799804,0.0441542736066907,"Burke","Antibiotics","Unilateral",5.7,-0.168579948799804
"2078",-0.097622274479591,-0.312870403260638,0.112260231178334,"Burke","Antibiotics","Bilateral",5.72,-0.312870403260638
"2080",-0.0630875536652725,-0.169668426628096,0.0444771489649818,"Burke","Antibiotics","Unilateral",5.74,-0.169668426628096
"2082",-0.0965813255124938,-0.312945989054608,0.114491583096348,"Burke","Antibiotics","Bilateral",5.76,-0.312945989054608
"2084",-0.0634722654974934,-0.17079583253448,0.0448145762455039,"Burke","Antibiotics","Unilateral",5.78,-0.17079583253448
"2086",-0.0955438914496981,-0.313023273713719,0.116717970484395,"Burke","Antibiotics","Bilateral",5.8,-0.313023273713719
"2088",-0.0638685656198575,-0.171961847910798,0.0451657842213603,"Burke","Antibiotics","Unilateral",5.82,-0.171961847910798
"2090",-0.0945100028261733,-0.313102216437121,0.118939217719598,"Burke","Antibiotics","Bilateral",5.84,-0.313102216437121
"2092",-0.0642765870635343,-0.173166080415624,0.045529959475126,"Burke","Antibiotics","Unilateral",5.86,-0.173166080415624
"2094",-0.0934796897090207,-0.31318278239923,0.121155154198503,"Burke","Antibiotics","Bilateral",5.88,-0.31318278239923
"2096",-0.0646964132956624,-0.174408130978116,0.045906379586237,"Burke","Antibiotics","Unilateral",5.9,-0.174408130978116
"2098",-0.0924529816960577,-0.313264942545771,0.123365614216751,"Burke","Antibiotics","Bilateral",5.92,-0.313264942545771
"2100",-0.0651280721229128,-0.175687609220971,0.0462944472070126,"Burke","Antibiotics","Unilateral",5.94,-0.175687609220971
"2102",-0.0914299079158641,-0.313348673391993,0.125570436846466,"Burke","Antibiotics","Bilateral",5.96,-0.313348673391993
"2104",-0.0655715474163741,-0.177004216758782,0.0466937458155315,"Burke","Antibiotics","Unilateral",5.98,-0.177004216758782
"2106",-0.0904104970264126,-0.3134339568237,0.127769465821727,"Burke","Antibiotics","Bilateral",6,-0.3134339568237
"2108",-0.0660267606901302,-0.178357705946591,0.0471040485931192,"Burke","Antibiotics","Unilateral",6.02,-0.178357705946591
"2110",-0.0893947772159064,-0.313520779896183,0.129962549415613,"Burke","Antibiotics","Bilateral",6.04,-0.313520779896183
"2112",-0.0664936034874608,-0.179747904982992,0.0475252658280716,"Burke","Antibiotics","Unilateral",6.06,-0.179747904982992
"2114",-0.0883827762024893,-0.313609134639666,0.132149540326939,"Burke","Antibiotics","Bilateral",6.08,-0.313609134639666
"2116",-0.0669719220575785,-0.181174665728737,0.0479574339254179,"Burke","Antibiotics","Unilateral",6.1,-0.181174665728737
"2118",-0.0873745212349283,-0.31369901786206,0.134330295562453,"Burke","Antibiotics","Bilateral",6.12,-0.31369901786206
"2120",-0.0674615475524901,-0.182637812488422,0.0484005917007557,"Burke","Antibiotics","Unilateral",6.14,-0.182637812488422
"2122",-0.0863700390933305,-0.313790430958675,0.136504676324486,"Burke","Antibiotics","Bilateral",6.16,-0.313790430958675
"2124",-0.0679623036930594,-0.184137130095871,0.0488547489091503,"Burke","Antibiotics","Unilateral",6.18,-0.184137130095871
"2126",-0.0853693560890943,-0.31388337972673,0.138672547905577,"Burke","Antibiotics","Bilateral",6.2,-0.31388337972673
"2128",-0.0684740065855221,-0.185672354069758,0.0493198763791029,"Burke","Antibiotics","Unilateral",6.22,-0.185672354069758
"2130",-0.0843724980649261,-0.313977874183583,0.140833779586252,"Burke","Antibiotics","Bilateral",6.24,-0.313977874183583
"2132",-0.0689964696669985,-0.187243190557775,0.0497959117996153,"Burke","Antibiotics","Unilateral",6.26,-0.187243190557775
"2134",-0.0833794903945103,-0.31407392839102,0.142988244538907,"Burke","Antibiotics","Bilateral",6.28,-0.31407392839102
"2136",-0.0695294933013025,-0.188849361578315,0.0502828297695071,"Burke","Antibiotics","Unilateral",6.3,-0.188849361578315
"2138",-0.0823903579821041,-0.31417156028163,0.145135819734558,"Burke","Antibiotics","Bilateral",6.32,-0.31417156028163
"2140",-0.0700728579690383,-0.190490612860762,0.0507806675155211,"Burke","Antibiotics","Unilateral",6.34,-0.190490612860762
"2142",-0.0814051252628081,-0.314270791487453,0.147276385849128,"Burke","Antibiotics","Bilateral",6.36,-0.314270791487453
"2144",-0.0706263274497857,-0.192166754660126,0.0512895563937659,"Burke","Antibiotics","Unilateral",6.38,-0.192166754660126
"2146",-0.080423816202521,-0.314371647172101,0.149409827174299,"Burke","Antibiotics","Bilateral",6.4,-0.314371647172101
"2148",-0.0711896343622452,-0.193877616276127,0.0518097177546779,"Burke","Antibiotics","Unilateral",6.42,-0.193877616276127
"2150",-0.0794464542993175,-0.314474155860893,0.151536031522334,"Burke","Antibiotics","Bilateral",6.44,-0.314474155860893
